term_str,n,n_chars,p,i,max_pos,n_pos,cat_pos,max_pos_group,stop,dfidf,stem_porter,stem_snowball,stem_lancaster,df,idf,mean_tfidf
unquestioned,1,12,9.180890160748206e-07,20.054862622964958,JJ,1,{'JJ'},JJ,0,7.569855608330948,unquest,unquest,unquest,1,7.569855608330948,0.00012648046129207932
unravel,2,7,1.836178032149641e-06,19.054862622964958,VB,2,"{'VB', 'JJ'}",VB,0,13.139711216661896,unravel,unravel,unravel,2,6.569855608330948,0.00022507360794884326
unraveled,4,9,3.672356064299282e-06,18.054862622964958,VBD,2,"{'VBD', 'VBN'}",VB,0,22.27942243332379,unravel,unravel,unravel,4,5.569855608330948,0.0004999804035590023
unraveling,1,10,9.180890160748206e-07,20.054862622964958,VBG,1,{'VBG'},VB,0,7.569855608330948,unravel,unravel,unravel,1,7.569855608330948,0.00015442381901939917
unravelled,1,10,9.180890160748206e-07,20.054862622964958,VBN,1,{'VBN'},VB,0,7.569855608330948,unravel,unravel,unravel,1,7.569855608330948,0.00012073134941516663
unravelling,1,11,9.180890160748206e-07,20.054862622964958,VBG,1,{'VBG'},VB,0,7.569855608330948,unravel,unravel,unravel,1,7.569855608330948,8.775626719604624e-05
unread,1,6,9.180890160748206e-07,20.054862622964958,NN,1,{'NN'},NN,0,7.569855608330948,unread,unread,unread,1,7.569855608330948,0.00017707264580891108
unreadable,2,10,1.836178032149641e-06,19.054862622964958,JJ,1,{'JJ'},JJ,0,13.139711216661896,unread,unread,unread,2,6.569855608330948,0.00027536481917550407
unreal,2,6,1.836178032149641e-06,19.054862622964958,JJ,1,{'JJ'},JJ,0,13.139711216661896,unreal,unreal,unr,2,6.569855608330948,0.0002935132335721503
unreality,2,9,1.836178032149641e-06,19.054862622964958,NN,1,{'NN'},NN,0,13.139711216661896,unreal,unreal,unr,2,6.569855608330948,0.0002944873114273524
unreasonable,4,12,3.672356064299282e-06,18.054862622964958,JJ,1,{'JJ'},JJ,0,22.27942243332379,unreason,unreason,unreason,4,5.569855608330948,0.0003942430905133375
unrecognisable,1,14,9.180890160748206e-07,20.054862622964958,JJ,1,{'JJ'},JJ,0,7.569855608330948,unrecognis,unrecognis,unrecogn,1,7.569855608330948,0.00010945424534891482
unrecognizable,5,14,4.590445080374103e-06,17.732934528077596,JJ,2,"{'VB', 'JJ'}",JJ,0,26.239637567217926,unrecogniz,unrecogniz,unrecogn,5,5.247927513443585,0.0004635450090793915
unrecognizably,1,14,9.180890160748206e-07,20.054862622964958,JJ,1,{'JJ'},JJ,0,7.569855608330948,unrecogniz,unrecogniz,unrecogn,1,7.569855608330948,0.00022134080726113884
unregistered,3,12,2.7542670482244616e-06,18.4699001222438,JJ,1,{'JJ'},JJ,0,17.954679322829374,unregist,unregist,unreg,3,5.984893107609792,0.000605962034722307
unrelated,2,9,1.836178032149641e-06,19.054862622964958,JJ,1,{'JJ'},JJ,0,7.569855608330948,unrel,unrel,unrel,1,7.569855608330948,0.00021192204950534567
unreliable,2,10,1.836178032149641e-06,19.054862622964958,JJ,1,{'JJ'},JJ,0,13.139711216661896,unreli,unreli,unrely,2,6.569855608330948,0.0002534867122327928
unrelieved,1,10,9.180890160748206e-07,20.054862622964958,VBN,1,{'VBN'},VB,0,7.569855608330948,unreliev,unreliev,unreliev,1,7.569855608330948,0.00010163608496684945
unremarkable,2,12,1.836178032149641e-06,19.054862622964958,JJ,1,{'JJ'},JJ,0,13.139711216661896,unremark,unremark,unremark,2,6.569855608330948,0.00015350714303276366
unrequited,1,10,9.180890160748206e-07,20.054862622964958,JJ,1,{'JJ'},JJ,0,7.569855608330948,unrequit,unrequit,unrequit,1,7.569855608330948,0.00022134080726113884
unresisting,1,11,9.180890160748206e-07,20.054862622964958,JJ,1,{'JJ'},JJ,0,7.569855608330948,unresist,unresist,unresist,1,7.569855608330948,9.531422322249996e-05
unresponsive,1,12,9.180890160748206e-07,20.054862622964958,NN,1,{'NN'},NN,0,7.569855608330948,unrespons,unrespons,unrespond,1,7.569855608330948,0.00012334781828794115
unrested,1,8,9.180890160748206e-07,20.054862622964958,JJ,1,{'JJ'},JJ,0,7.569855608330948,unrest,unrest,unrest,1,7.569855608330948,9.837369211606169e-05
unrestrainedly,1,14,9.180890160748206e-07,20.054862622964958,RB,1,{'RB'},RB,0,7.569855608330948,unrestrainedli,unrestrain,unrestrain,1,7.569855608330948,0.00012373088604659935
unrivaled,1,9,9.180890160748206e-07,20.054862622964958,VBN,1,{'VBN'},VB,0,7.569855608330948,unriv,unriv,unr,1,7.569855608330948,0.00010767931164055402
unrolled,12,8,1.1017068192897846e-05,16.4699001222438,VBD,3,"{'VBD', 'VBN', 'JJ'}",VB,0,45.214663886630156,unrol,unrol,unrol,11,4.1104239896936505,0.0008284046242279131
unrolling,5,9,4.590445080374103e-06,17.732934528077596,VBG,1,{'VBG'},VB,0,26.239637567217926,unrol,unrol,unrol,5,5.247927513443585,0.0005604533661157261
unruffled,1,9,9.180890160748206e-07,20.054862622964958,NN,1,{'NN'},NN,0,7.569855608330948,unruffl,unruffl,unruffl,1,7.569855608330948,0.00013148958847196366
uns,1,3,9.180890160748206e-07,20.054862622964958,NN,1,{'NN'},NN,0,7.569855608330948,un,un,un,1,7.569855608330948,6.304010333386865e-05
unsafe,2,6,1.836178032149641e-06,19.054862622964958,NNP,2,"{'NNP', 'JJ'}",NN,0,13.139711216661896,unsaf,unsaf,unsaf,2,6.569855608330948,0.0003154461541488463
unsaid,2,6,1.836178032149641e-06,19.054862622964958,JJ,1,{'JJ'},JJ,0,13.139711216661896,unsaid,unsaid,unsaid,2,6.569855608330948,0.000231435180911566
unsatisfactory,3,14,2.7542670482244616e-06,18.4699001222438,JJ,1,{'JJ'},JJ,0,17.954679322829374,unsatisfactori,unsatisfactori,unsatisfact,3,5.984893107609792,0.00043866428813589135
unsatisfying,1,12,9.180890160748206e-07,20.054862622964958,JJ,1,{'JJ'},JJ,0,7.569855608330948,unsatisfi,unsatisfi,unsatisfy,1,7.569855608330948,0.00012528724939309745
unscathed,7,9,6.426623112523744e-06,17.247507700907352,JJ,3,"{'NN', 'VBN', 'JJ'}",JJ,0,33.33750480391341,unscath,unscath,unscath,7,4.762500686273344,0.0006939646035456727
unscrewed,3,9,2.7542670482244616e-06,18.4699001222438,VBD,1,{'VBD'},VB,0,17.954679322829374,unscrew,unscrew,unscrew,3,5.984893107609792,0.0003703550296219747
unscrewing,1,10,9.180890160748206e-07,20.054862622964958,VBG,1,{'VBG'},VB,0,7.569855608330948,unscrew,unscrew,unscrew,1,7.569855608330948,0.00024593423029015425
unscrews,1,8,9.180890160748206e-07,20.054862622964958,IN,1,{'IN'},IN,0,7.569855608330948,unscrew,unscrew,unscrew,1,7.569855608330948,0.0001138324151628714
unseal,1,6,9.180890160748206e-07,20.054862622964958,VB,1,{'VB'},VB,0,7.569855608330948,unseal,unseal,uns,1,7.569855608330948,0.00018617451078039714
unseasonable,1,12,9.180890160748206e-07,20.054862622964958,JJ,1,{'JJ'},JJ,0,7.569855608330948,unseason,unseason,unseason,1,7.569855608330948,0.00012893639257930418
unseat,1,6,9.180890160748206e-07,20.054862622964958,VB,1,{'VB'},VB,0,7.569855608330948,unseat,unseat,uns,1,7.569855608330948,0.0001562405698313921
unseated,4,8,3.672356064299282e-06,18.054862622964958,VBD,2,"{'VBD', 'VBN'}",VB,0,22.27942243332379,unseat,unseat,uns,4,5.569855608330948,0.0004581793974624975
unseeing,1,8,9.180890160748206e-07,20.054862622964958,NN,1,{'NN'},NN,0,7.569855608330948,unse,unse,uns,1,7.569855608330948,0.00014435270038769924
unseeingly,2,10,1.836178032149641e-06,19.054862622964958,RB,1,{'RB'},RB,0,13.139711216661896,unseeingli,unse,uns,2,6.569855608330948,0.0002469561602552234
unseen,8,6,7.344712128598564e-06,17.054862622964958,JJ,1,{'JJ'},JJ,0,36.55884486664758,unseen,unseen,unseen,8,4.569855608330948,0.0008426662249557584
unsettled,4,9,3.672356064299282e-06,18.054862622964958,JJ,2,"{'VBD', 'JJ'}",JJ,0,22.27942243332379,unsettl,unsettl,unsettl,4,5.569855608330948,0.00041541065537083774
unsettling,1,10,9.180890160748206e-07,20.054862622964958,JJ,1,{'JJ'},JJ,0,7.569855608330948,unsettl,unsettl,unsettl,1,7.569855608330948,0.00014435270038769924
unshaven,4,8,3.672356064299282e-06,18.054862622964958,JJ,2,"{'RB', 'JJ'}",JJ,0,22.27942243332379,unshaven,unshaven,unshav,4,5.569855608330948,0.00036464648256100113
unsheathing,1,11,9.180890160748206e-07,20.054862622964958,VBG,1,{'VBG'},VB,0,7.569855608330948,unsheath,unsheath,unsheath,1,7.569855608330948,0.00014435270038769924
unshed,1,6,9.180890160748206e-07,20.054862622964958,JJ,1,{'JJ'},JJ,0,7.569855608330948,unsh,unsh,unsh,1,7.569855608330948,0.00019626278476357137
unsightly,1,9,9.180890160748206e-07,20.054862622964958,RB,1,{'RB'},RB,0,7.569855608330948,unsightli,unsight,unsight,1,7.569855608330948,0.00012648046129207932
unsmashed,1,9,9.180890160748206e-07,20.054862622964958,VBN,1,{'VBN'},VB,0,7.569855608330948,unsmash,unsmash,unsmash,1,7.569855608330948,0.00016810694222364972
unsmiling,3,9,2.7542670482244616e-06,18.4699001222438,NN,2,"{'NN', 'VBD'}",NN,0,17.954679322829374,unsmil,unsmil,unsmil,3,5.984893107609792,0.00038786964812547565
unsmilingly,1,11,9.180890160748206e-07,20.054862622964958,RB,1,{'RB'},RB,0,7.569855608330948,unsmilingli,unsmil,unsmil,1,7.569855608330948,0.00012146751617989327
unsnapped,1,9,9.180890160748206e-07,20.054862622964958,VBD,1,{'VBD'},VB,0,7.569855608330948,unsnap,unsnap,unsnap,1,7.569855608330948,0.00013062736166231145
unspeakable,2,11,1.836178032149641e-06,19.054862622964958,JJ,1,{'JJ'},JJ,0,13.139711216661896,unspeak,unspeak,unspeak,2,6.569855608330948,0.0002674870583652345
unspeakables,3,12,2.7542670482244616e-06,18.4699001222438,NNP,2,"{'NNS', 'NNP'}",NN,0,17.954679322829374,unspeak,unspeak,unspeak,3,5.984893107609792,0.0003270896690263944
unspoken,3,8,2.7542670482244616e-06,18.4699001222438,JJ,1,{'JJ'},JJ,0,17.954679322829374,unspoken,unspoken,unspok,3,5.984893107609792,0.00038771851370541756
unsporting,1,10,9.180890160748206e-07,20.054862622964958,VBG,1,{'VBG'},VB,0,7.569855608330948,unsport,unsport,unsport,1,7.569855608330948,0.00016531678550624478
unstable,5,8,4.590445080374103e-06,17.732934528077596,JJ,1,{'JJ'},JJ,0,22.27942243332379,unstabl,unstabl,unst,4,5.569855608330948,0.0006085434381954788
unsteadied,1,10,9.180890160748206e-07,20.054862622964958,JJ,1,{'JJ'},JJ,0,7.569855608330948,unsteadi,unsteadi,unsteady,1,7.569855608330948,8.775626719604624e-05
unsteadily,2,10,1.836178032149641e-06,19.054862622964958,RB,1,{'RB'},RB,0,13.139711216661896,unsteadili,unsteadili,unsteady,2,6.569855608330948,0.0002678599251763809
unsteady,5,8,4.590445080374103e-06,17.732934528077596,JJ,1,{'JJ'},JJ,0,26.239637567217926,unsteadi,unsteadi,unsteady,5,5.247927513443585,0.0006063448729372237
unsteerable,1,11,9.180890160748206e-07,20.054862622964958,JJ,1,{'JJ'},JJ,0,7.569855608330948,unsteer,unsteer,unst,1,7.569855608330948,0.00012769661957373393
unstick,1,7,9.180890160748206e-07,20.054862622964958,JJ,1,{'JJ'},JJ,0,7.569855608330948,unstick,unstick,unstick,1,7.569855608330948,0.0002908127394671897
unsticking,2,10,1.836178032149641e-06,19.054862622964958,VBG,1,{'VBG'},VB,0,13.139711216661896,unstick,unstick,unstick,2,6.569855608330948,0.0003100626561358335
unstoppable,1,11,9.180890160748206e-07,20.054862622964958,JJ,1,{'JJ'},JJ,0,7.569855608330948,unstopp,unstopp,unstop,1,7.569855608330948,0.00020224033150763952
unstopper,1,9,9.180890160748206e-07,20.054862622964958,IN,1,{'IN'},IN,0,7.569855608330948,unstopp,unstopp,unstop,1,7.569855608330948,0.00019626278476357137
unstuck,1,7,9.180890160748206e-07,20.054862622964958,VBD,1,{'VBD'},VB,0,7.569855608330948,unstuck,unstuck,unstuck,1,7.569855608330948,0.00019821564829355717
unsuccessful,4,12,3.672356064299282e-06,18.054862622964958,JJ,2,"{'RB', 'JJ'}",JJ,0,22.27942243332379,unsuccess,unsuccess,unsuccess,4,5.569855608330948,0.0004506054270258498
unsuccessfully,1,14,9.180890160748206e-07,20.054862622964958,RB,1,{'RB'},RB,0,7.569855608330948,unsuccess,unsuccess,unsuccess,1,7.569855608330948,0.00012893639257930418
unsuitable,1,10,9.180890160748206e-07,20.054862622964958,JJ,1,{'JJ'},JJ,0,7.569855608330948,unsuit,unsuit,unsuit,1,7.569855608330948,0.0001225887547907846
unsullied,1,9,9.180890160748206e-07,20.054862622964958,JJ,1,{'JJ'},JJ,0,7.569855608330948,unsulli,unsulli,uns,1,7.569855608330948,8.032529295767135e-05
unsupported,6,11,5.508534096448923e-06,17.4699001222438,JJ,3,"{'NN', 'VBN', 'JJ'}",JJ,0,29.90935864565875,unsupport,unsupport,unsupport,6,4.984893107609792,0.0005609198265927281
unsure,9,6,8.262801144673386e-06,16.884937621522646,JJ,3,"{'NN', 'NNP', 'JJ'}",JJ,0,36.55884486664758,unsur,unsur,uns,8,4.569855608330948,0.0006926257840134192
unsurpassable,1,13,9.180890160748206e-07,20.054862622964958,NNP,1,{'NNP'},NN,0,7.569855608330948,unsurpass,unsurpass,unsurpass,1,7.569855608330948,0.00016000540283937745
unsurprised,3,11,2.7542670482244616e-06,18.4699001222438,VBN,2,"{'VBN', 'JJ'}",VB,0,17.954679322829374,unsurpris,unsurpris,unsurpr,3,5.984893107609792,0.00042072513978170324
unsurprising,1,12,9.180890160748206e-07,20.054862622964958,JJ,1,{'JJ'},JJ,0,7.569855608330948,unsurpris,unsurpris,unsurpr,1,7.569855608330948,0.00013833800453821174
unsurprisingly,2,14,1.836178032149641e-06,19.054862622964958,IN,2,"{'IN', 'JJ'}",IN,0,13.139711216661896,unsurprisingli,unsurpris,unsurpr,2,6.569855608330948,0.00040242054844876564
unsuspected,2,11,1.836178032149641e-06,19.054862622964958,JJ,1,{'JJ'},JJ,0,7.569855608330948,unsuspect,unsuspect,unsuspect,1,7.569855608330948,0.00039643129658711434
unsuspecting,2,12,1.836178032149641e-06,19.054862622964958,JJ,1,{'JJ'},JJ,0,13.139711216661896,unsuspect,unsuspect,unsuspect,2,6.569855608330948,0.000301572976598729
unsweetened,1,11,9.180890160748206e-07,20.054862622964958,JJ,1,{'JJ'},JJ,0,7.569855608330948,unsweeten,unsweeten,unsweet,1,7.569855608330948,0.00024146269883033327
unswerving,1,10,9.180890160748206e-07,20.054862622964958,VBG,1,{'VBG'},VB,0,7.569855608330948,unswerv,unswerv,unswerv,1,7.569855608330948,0.0002908127394671897
untarnished,2,11,1.836178032149641e-06,19.054862622964958,JJ,1,{'JJ'},JJ,0,13.139711216661896,untarnish,untarnish,untarn,2,6.569855608330948,0.0002815002598963502
unted,1,5,9.180890160748206e-07,20.054862622964958,VBN,1,{'VBN'},VB,0,7.569855608330948,unt,unt,unt,1,7.569855608330948,0.0001497794936353571
untested,1,8,9.180890160748206e-07,20.054862622964958,JJ,1,{'JJ'},JJ,0,7.569855608330948,untest,untest,untest,1,7.569855608330948,0.00020224033150763952
untethered,1,10,9.180890160748206e-07,20.054862622964958,JJ,1,{'JJ'},JJ,0,7.569855608330948,unteth,unteth,unteth,1,7.569855608330948,8.973275970046168e-05
untidier,2,8,1.836178032149641e-06,19.054862622964958,NN,2,"{'NN', 'JJ'}",NN,0,13.139711216661896,untidi,untidi,untidy,2,6.569855608330948,0.00023153571653279056
untidily,3,8,2.7542670482244616e-06,18.4699001222438,RB,2,"{'NN', 'RB'}",RB,0,17.954679322829374,untidili,untidili,untidy,3,5.984893107609792,0.00024055896235587466
untidy,21,6,1.9279869337571232e-05,15.662545200186198,JJ,2,"{'NN', 'JJ'}",JJ,0,63.11663380285988,untidi,untidi,untidy,19,3.321928094887362,0.001741553039905226
untie,4,5,3.672356064299282e-06,18.054862622964958,VB,3,"{'NNP', 'VB', 'JJ'}",VB,0,22.27942243332379,unti,unti,unty,4,5.569855608330948,0.0004538177316930936
untied,10,6,9.180890160748207e-06,16.732934528077596,VBD,3,"{'VBD', 'VBN', 'JJ'}",VB,0,39.599375461997724,unti,unti,unty,9,4.399930606888636,0.0011070316062128083
until,447,5,0.0004103857901854448,11.25073160178164,IN,7,"{'NN', 'POS', 'IN', 'VBP', 'JJ', 'NNP', 'RP'}",IN,1,25.99252897910356,until,until,until,171,0.15200309344505006,0.0013552383366375255
untimely,1,8,9.180890160748206e-07,20.054862622964958,JJ,1,{'JJ'},JJ,0,7.569855608330948,untim,untim,untim,1,7.569855608330948,0.00013505540782035588
unto,1,4,9.180890160748206e-07,20.054862622964958,IN,1,{'IN'},IN,0,7.569855608330948,unto,unto,unto,1,7.569855608330948,0.00015936538122801995
untouched,8,9,7.344712128598564e-06,17.054862622964958,JJ,3,"{'NN', 'VBP', 'JJ'}",JJ,0,36.55884486664758,untouch,untouch,untouch,8,4.569855608330948,0.0006673466666614104
untraceable,1,11,9.180890160748206e-07,20.054862622964958,JJ,1,{'JJ'},JJ,0,7.569855608330948,untrac,untrac,untrac,1,7.569855608330948,0.00013833800453821174
untransfigure,1,13,9.180890160748206e-07,20.054862622964958,VB,1,{'VB'},VB,0,7.569855608330948,untransfigur,untransfigur,untransfig,1,7.569855608330948,0.00014028642713734152
untroubled,3,10,2.7542670482244616e-06,18.4699001222438,VBN,2,"{'VBN', 'JJ'}",VB,0,17.954679322829374,untroubl,untroubl,untroubl,3,5.984893107609792,0.0005268230488380658
untrue,3,6,2.7542670482244616e-06,18.4699001222438,JJ,2,"{'NNS', 'JJ'}",JJ,0,13.139711216661896,untru,untru,untru,2,6.569855608330948,0.00036423459062305557
untrustworthy,3,13,2.7542670482244616e-06,18.4699001222438,JJ,1,{'JJ'},JJ,0,17.954679322829374,untrustworthi,untrustworthi,untrustworthy,3,5.984893107609792,0.0004090981161911648
untruthfully,3,12,2.7542670482244616e-06,18.4699001222438,RB,3,"{'NN', 'RB', 'JJ'}",RB,0,17.954679322829374,untruth,untruth,untruth,3,5.984893107609792,0.00035901522577086686
untucked,1,8,9.180890160748206e-07,20.054862622964958,NN,1,{'NN'},NN,0,7.569855608330948,untuck,untuck,untuck,1,7.569855608330948,0.00010681325819572384
unused,3,6,2.7542670482244616e-06,18.4699001222438,JJ,1,{'JJ'},JJ,0,17.954679322829374,unus,unus,unus,3,5.984893107609792,0.0004417249225891791
unusual,39,7,3.5805471626918e-05,14.769460404102709,JJ,3,"{'NN', 'VBZ', 'JJ'}",JJ,0,82.23537946659033,unusu,unusu,unus,32,2.569855608330948,0.002175934294974936
unusually,24,9,2.2034136385795692e-05,15.469900122243802,RB,2,"{'RB', 'JJ'}",RB,0,70.0647540023005,unusu,unusu,unus,23,3.046293652273935,0.0015075722913762202
unwanted,5,8,4.590445080374103e-06,17.732934528077596,JJ,2,"{'NN', 'JJ'}",JJ,0,26.239637567217926,unwant,unwant,unw,5,5.247927513443585,0.0005220854373714215
unwary,2,6,1.836178032149641e-06,19.054862622964958,JJ,1,{'JJ'},JJ,0,13.139711216661896,unwari,unwari,unw,2,6.569855608330948,0.00022597300298560186
unwashed,2,8,1.836178032149641e-06,19.054862622964958,JJ,1,{'JJ'},JJ,0,13.139711216661896,unwash,unwash,unwash,2,6.569855608330948,0.00021073699124190805
unwelcome,6,9,5.508534096448923e-06,17.4699001222438,JJ,2,"{'NN', 'JJ'}",JJ,0,29.90935864565875,unwelcom,unwelcom,unwelcom,6,4.984893107609792,0.000602949233652857
unwell,1,6,9.180890160748206e-07,20.054862622964958,JJ,1,{'JJ'},JJ,0,7.569855608330948,unwel,unwel,unwel,1,7.569855608330948,0.00022134080726113884
unwieldy,1,8,9.180890160748206e-07,20.054862622964958,JJ,1,{'JJ'},JJ,0,7.569855608330948,unwieldi,unwieldi,unwieldy,1,7.569855608330948,0.00030182837353791655
unwilling,8,9,7.344712128598564e-06,17.054862622964958,JJ,3,"{'NN', 'VBG', 'JJ'}",JJ,0,36.55884486664758,unwil,unwil,unwil,8,4.569855608330948,0.0006293130577439617
unwillingly,4,11,3.672356064299282e-06,18.054862622964958,JJ,2,"{'NN', 'JJ'}",JJ,0,22.27942243332379,unwillingli,unwil,unwil,4,5.569855608330948,0.0003989036564372874
unwise,9,6,8.262801144673386e-06,16.884937621522646,JJ,3,"{'NN', 'VBZ', 'JJ'}",JJ,0,39.599375461997724,unwis,unwis,unw,9,4.399930606888636,0.0008287529893728311
unwisely,3,8,2.7542670482244616e-06,18.4699001222438,RB,1,{'RB'},RB,0,17.954679322829374,unwis,unwis,unw,3,5.984893107609792,0.00020274592382416235
unwitting,1,9,9.180890160748206e-07,20.054862622964958,JJ,1,{'JJ'},JJ,0,7.569855608330948,unwit,unwit,unwit,1,7.569855608330948,0.00015747567315021734
unwittingly,2,11,1.836178032149641e-06,19.054862622964958,RB,1,{'RB'},RB,0,13.139711216661896,unwittingli,unwit,unwit,2,6.569855608330948,0.00030156784752686193
unwonted,1,8,9.180890160748206e-07,20.054862622964958,JJ,1,{'JJ'},JJ,0,7.569855608330948,unwont,unwont,unwont,1,7.569855608330948,0.0001464755342169301
unworthy,9,8,8.262801144673386e-06,16.884937621522646,JJ,2,"{'NN', 'JJ'}",JJ,0,39.599375461997724,unworthi,unworthi,unworthy,9,4.399930606888636,0.000799283363599331
unwound,1,7,9.180890160748206e-07,20.054862622964958,NN,1,{'NN'},NN,0,7.569855608330948,unwound,unwound,unwound,1,7.569855608330948,0.00011752609235104716
unwrap,7,6,6.426623112523744e-06,17.247507700907352,VB,3,"{'NN', 'IN', 'VB'}",VB,0,29.90935864565875,unwrap,unwrap,unwrap,6,4.984893107609792,0.0007691605623401041
unwrapped,13,9,1.1935157208972667e-05,16.354422904823867,JJ,2,"{'VBD', 'JJ'}",JJ,0,42.47927513443585,unwrap,unwrap,unwrap,10,4.247927513443585,0.0011564651756671143
unwrapping,6,10,5.508534096448923e-06,17.4699001222438,VBG,1,{'VBG'},VB,0,26.239637567217926,unwrap,unwrap,unwrap,5,5.247927513443585,0.0007345769864265237
unyielding,2,10,1.836178032149641e-06,19.054862622964958,NN,2,"{'NN', 'JJ'}",NN,0,13.139711216661896,unyield,unyield,unyield,2,6.569855608330948,0.00022422835149623854
unzipping,2,9,1.836178032149641e-06,19.054862622964958,VBG,1,{'VBG'},VB,0,13.139711216661896,unzip,unzip,unzip,2,6.569855608330948,0.0002949809677160225
up,4411,2,0.004049690649906033,7.94797257787274,RP,13,"{'NNS', 'RB', 'CD', 'NN', 'VBD', 'VBN', 'IN', 'VB', 'VBZ', 'VBP', 'JJ', 'NNP', 'RP'}",RP,1,0.0,up,up,up,190,0.0,0.0
upand,1,5,9.180890160748206e-07,20.054862622964958,JJ,1,{'JJ'},JJ,0,7.569855608330948,upand,upand,upand,1,7.569855608330948,0.00017866074128701788
upcoming,5,8,4.590445080374103e-06,17.732934528077596,JJ,2,"{'NN', 'JJ'}",JJ,0,22.27942243332379,upcom,upcom,upcom,4,5.569855608330948,0.0005299988285328497
update,2,6,1.836178032149641e-06,19.054862622964958,NN,1,{'NN'},NN,0,7.569855608330948,updat,updat,upd,1,7.569855608330948,0.0002505744987861949
updated,2,7,1.836178032149641e-06,19.054862622964958,VBD,2,"{'VBD', 'JJ'}",VB,0,13.139711216661896,updat,updat,upd,2,6.569855608330948,0.00029089586235717644
upending,3,8,2.7542670482244616e-06,18.4699001222438,VBG,1,{'VBG'},VB,0,17.954679322829374,upend,upend,upend,3,5.984893107609792,0.00031326945011603534
upf,1,3,9.180890160748206e-07,20.054862622964958,IN,1,{'IN'},IN,0,7.569855608330948,upf,upf,upf,1,7.569855608330948,0.00019247026718359895
upfield,1,7,9.180890160748206e-07,20.054862622964958,JJ,1,{'JJ'},JJ,0,7.569855608330948,upfield,upfield,upfield,1,7.569855608330948,0.00017786314869198654
upheaval,1,8,9.180890160748206e-07,20.054862622964958,NN,1,{'NN'},NN,0,7.569855608330948,upheav,upheav,upheav,1,7.569855608330948,0.00014128136633689712
upheld,1,6,9.180890160748206e-07,20.054862622964958,JJ,1,{'JJ'},JJ,0,7.569855608330948,upheld,upheld,upheld,1,7.569855608330948,0.00018617451078039714
uphold,2,6,1.836178032149641e-06,19.054862622964958,VB,1,{'VB'},VB,0,13.139711216661896,uphold,uphold,uphold,2,6.569855608330948,0.0002715102066319346
upholding,3,9,2.7542670482244616e-06,18.4699001222438,VBG,1,{'VBG'},VB,0,17.954679322829374,uphold,uphold,uphold,3,5.984893107609792,0.00033193462428625115
upholds,1,7,9.180890160748206e-07,20.054862622964958,VBP,1,{'VBP'},VB,0,7.569855608330948,uphold,uphold,uphold,1,7.569855608330948,0.00017172993666812492
upholstery,1,10,9.180890160748206e-07,20.054862622964958,NN,1,{'NN'},NN,0,7.569855608330948,upholsteri,upholsteri,upholstery,1,7.569855608330948,0.00016810694222364972
uplifted,1,8,9.180890160748206e-07,20.054862622964958,JJ,1,{'JJ'},JJ,0,7.569855608330948,uplift,uplift,uplift,1,7.569855608330948,0.0002032721699336989
uplit,1,5,9.180890160748206e-07,20.054862622964958,JJ,1,{'JJ'},JJ,0,7.569855608330948,uplit,uplit,uplit,1,7.569855608330948,0.00018445067271761567
upn,1,3,9.180890160748206e-07,20.054862622964958,IN,1,{'IN'},IN,0,7.569855608330948,upn,upn,upn,1,7.569855608330948,8.032529295767135e-05
upon,560,4,0.0005141298490018995,10.92557960601999,IN,9,"{'NNS', 'RB', 'NN', 'VBN', 'IN', 'VB', 'VBP', 'JJ', 'RP'}",IN,0,67.50469999500552,upon,upon,upon,134,0.5037664178731756,0.005405935638779906
upper,36,5,3.3051204578693544e-05,14.884937621522646,JJ,3,"{'NN', 'NNP', 'JJ'}",JJ,0,82.23537946659033,upper,upper,up,32,2.569855608330948,0.0017333471875899972
uppercut,1,8,9.180890160748206e-07,20.054862622964958,NN,1,{'NN'},NN,0,7.569855608330948,uppercut,uppercut,uppercut,1,7.569855608330948,0.0001260802066677373
uppers,1,6,9.180890160748206e-07,20.054862622964958,NN,1,{'NN'},NN,0,7.569855608330948,upper,upper,up,1,7.569855608330948,0.00014435270038769924
upright,33,7,3.029693753046908e-05,15.010468503606504,JJ,5,"{'NN', 'VBD', 'IN', 'VB', 'JJ'}",JJ,0,82.23537946659033,upright,upright,upright,32,2.569855608330948,0.0018968649765079473
uprising,1,8,9.180890160748206e-07,20.054862622964958,NN,1,{'NN'},NN,0,7.569855608330948,upris,upris,upr,1,7.569855608330948,0.00012769661957373393
uproar,12,6,1.1017068192897846e-05,16.4699001222438,NN,2,"{'NN', 'JJ'}",NN,0,47.8187172913175,uproar,uproar,upro,12,3.9848931076097918,0.000845825576044108
uproariously,1,12,9.180890160748206e-07,20.054862622964958,JJ,1,{'JJ'},JJ,0,7.569855608330948,uproari,uproari,upro,1,7.569855608330948,0.00010797112549323844
uproot,2,6,1.836178032149641e-06,19.054862622964958,VB,1,{'VB'},VB,0,13.139711216661896,uproot,uproot,uproot,2,6.569855608330948,0.0002273965305836971
uprooted,2,8,1.836178032149641e-06,19.054862622964958,JJ,1,{'JJ'},JJ,0,13.139711216661896,uproot,uproot,uproot,2,6.569855608330948,0.00021069834031146287
ups,4,3,3.672356064299282e-06,18.054862622964958,NNS,2,"{'NN', 'NNS'}",NN,0,22.27942243332379,up,up,up,4,5.569855608330948,0.0007406474701424179
