term_str,n,n_chars,p,i,max_pos,n_pos,cat_pos,max_pos_group,stop,dfidf,stem_porter,stem_snowball,stem_lancaster,df,idf,mean_tfidf,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust,sentiment
scarce,1,6,9.180890160748206e-07,20.054862622964958,JJ,1,{'JJ'},JJ,0,7.569855608330948,scarc,scarc,scarc,1,7.569855608330948,0.00013324864651172237,0,0,0,1,0,1,0,1,0,0,-1
scarcely,8,8,7.344712128598564e-06,17.054862622964958,RB,1,{'RB'},RB,0,36.55884486664758,scarc,scarc,scarc,8,4.569855608330948,0.0007053504269661677,0,0,0,0,0,1,0,1,0,0,-1
scare,11,5,1.0098979176823027e-05,16.59543100432766,VB,3,"{'NN', 'VBP', 'VB'}",VB,0,42.47927513443585,scare,scare,scar,10,4.247927513443585,0.0007693841711484987,1,1,0,1,0,1,0,0,1,0,-1
scholarship,1,11,9.180890160748206e-07,20.054862622964958,NN,1,{'NN'},NN,0,7.569855608330948,scholarship,scholarship,scholarship,1,7.569855608330948,0.00022134080726113884,0,0,0,0,1,0,1,0,0,0,1
scoff,1,5,9.180890160748206e-07,20.054862622964958,VB,1,{'VB'},VB,0,7.569855608330948,scoff,scoff,scoff,1,7.569855608330948,0.00011448662444541664,1,0,1,0,0,1,0,0,0,0,-1
scolding,1,8,9.180890160748206e-07,20.054862622964958,NN,1,{'NN'},NN,0,7.569855608330948,scold,scold,scold,1,7.569855608330948,0.00017786314869198654,1,0,0,0,0,1,0,0,0,0,-1
scorching,2,9,1.836178032149641e-06,19.054862622964958,VBG,1,{'VBG'},VB,0,13.139711216661896,scorch,scorch,scorch,2,6.569855608330948,0.0003859460664408737,1,0,0,0,0,1,0,0,0,0,-1
score,23,5,2.1116047369720873e-05,15.531300666907946,NN,5,"{'NN', 'VBD', 'VB', 'VBP', 'NNP'}",NN,0,59.200677040370344,score,score,scor,17,3.4823927670806083,0.001662110201385417,0,1,0,0,1,0,1,0,1,0,1
scorn,2,5,1.836178032149641e-06,19.054862622964958,VB,2,"{'NN', 'VB'}",VB,0,13.139711216661896,scorn,scorn,scorn,2,6.569855608330948,0.0002643746306970084,1,0,0,0,0,1,0,0,0,0,-1
scorpion,1,8,9.180890160748206e-07,20.054862622964958,NN,1,{'NN'},NN,0,7.569855608330948,scorpion,scorpion,scorp,1,7.569855608330948,9.308725539019857e-05,1,0,1,1,0,1,0,0,1,0,-1
scream,95,6,8.721845652710795e-05,13.48500701463401,NN,6,"{'NNS', 'NN', 'VBD', 'VB', 'VBP', 'JJ'}",NN,0,98.00827773304388,scream,scream,scream,54,1.8149681061674794,0.0031077298427479123,1,0,1,1,0,1,0,0,1,0,-1
screaming,95,9,8.721845652710795e-05,13.48500701463401,VBG,6,"{'NN', 'VBD', 'VBP', 'JJ', 'VBG', 'NNP'}",VB,0,98.70003843130725,scream,scream,screaming,56,1.7625006862733437,0.003386132369398626,1,0,1,1,0,1,0,0,0,0,-1
screech,17,7,1.560751327327195e-05,15.967399781714619,NN,4,"{'NN', 'NNS', 'NNP', 'JJ'}",NN,0,54.944475190836435,screech,screech,screech,15,3.662965012722429,0.0012605632555887257,0,0,0,1,0,1,0,0,1,0,-1
screwed,35,7,3.213311556261872e-05,14.92557960601999,VBD,2,"{'VBD', 'VBN'}",VB,0,81.08543823626624,screw,screw,screwed,31,2.6156592979440725,0.001726242719312078,1,0,0,0,0,1,0,0,0,0,-1
scrub,3,5,2.7542670482244616e-06,18.4699001222438,VB,2,"{'NN', 'VB'}",VB,0,17.954679322829374,scrub,scrub,scrub,3,5.984893107609792,0.00034981778871764083,0,0,1,0,0,1,0,0,0,0,-1
scum,18,4,1.6525602289346772e-05,15.884937621522646,NN,4,"{'NN', 'NNS', 'NNP', 'JJ'}",NN,0,54.944475190836435,scum,scum,scum,15,3.662965012722429,0.0011403444529320562,0,0,1,0,0,1,0,0,0,0,-1
seal,10,4,9.180890160748207e-06,16.732934528077596,VB,4,"{'NN', 'NNP', 'VBP', 'VB'}",VB,0,29.90935864565875,seal,seal,seal,6,4.984893107609792,0.0009091196721547141,0,0,0,0,0,0,1,0,0,1,1
secluded,4,8,3.672356064299282e-06,18.054862622964958,JJ,2,"{'VBD', 'JJ'}",JJ,0,22.27942243332379,seclud,seclud,seclud,4,5.569855608330948,0.00034059895292935793,0,0,0,0,0,1,0,1,0,0,-1
seclusion,1,9,9.180890160748206e-07,20.054862622964958,NN,1,{'NN'},NN,0,7.569855608330948,seclus,seclus,seclud,1,7.569855608330948,0.00012334781828794115,0,0,0,1,0,1,1,0,0,0,0
secrecy,28,7,2.5706492450094975e-05,15.247507700907354,NNP,3,"{'NN', 'NNP', 'JJ'}",NN,0,68.42932777326031,secreci,secreci,secrecy,22,3.1104239896936505,0.0018712734902922,0,0,0,0,0,0,0,0,1,1,0
secretion,1,9,9.180890160748206e-07,20.054862622964958,NN,1,{'NN'},NN,0,7.569855608330948,secret,secret,secret,1,7.569855608330948,9.308725539019857e-05,0,0,1,0,0,1,0,0,0,0,-1
seize,33,5,3.029693753046908e-05,15.010468503606504,VB,5,"{'CD', 'NN', 'VB', 'VBP', 'NNP'}",VB,0,74.60481314493624,seiz,seiz,seiz,26,2.8694158901898557,0.0018047880453911478,0,0,0,1,0,1,0,0,0,0,-1
selfish,4,7,3.672356064299282e-06,18.054862622964958,JJ,2,"{'NN', 'JJ'}",JJ,0,17.954679322829374,selfish,selfish,self,3,5.984893107609792,0.0005688837838078458,1,0,1,0,0,1,0,0,0,0,-1
senile,2,6,1.836178032149641e-06,19.054862622964958,NN,2,"{'NN', 'JJ'}",NN,0,13.139711216661896,senil,senil,senil,2,6.569855608330948,0.00023166769788222045,0,0,0,1,0,1,0,1,0,0,-1
sensational,3,11,2.7542670482244616e-06,18.4699001222438,JJ,2,"{'NN', 'JJ'}",JJ,0,17.954679322829374,sensat,sensat,sens,3,5.984893107609792,0.00041752806666462897,0,0,0,0,1,0,1,0,0,0,1
senseless,1,9,9.180890160748206e-07,20.054862622964958,VBP,1,{'VBP'},VB,0,7.569855608330948,senseless,senseless,senseless,1,7.569855608330948,0.00016000540283937745,1,0,1,1,0,1,0,1,1,0,-1
sentence,38,8,3.488738261084318e-05,14.806935109521373,NN,3,"{'NN', 'VBP', 'JJ'}",NN,0,83.34022913609232,sentenc,sentenc,sent,33,2.5254614889724945,0.0018193789752215552,1,1,1,1,0,1,0,1,0,0,-1
sentinel,3,8,2.7542670482244616e-06,18.4699001222438,NNS,2,"{'NN', 'NNS'}",NN,0,17.954679322829374,sentinel,sentinel,sentinel,3,5.984893107609792,0.0003309597356813754,0,0,0,0,0,0,1,0,0,1,1
serene,2,6,1.836178032149641e-06,19.054862622964958,VBD,2,"{'VBD', 'JJ'}",VB,0,13.139711216661896,seren,seren,ser,2,6.569855608330948,0.0002584632190411962,0,0,0,0,0,1,0,0,0,1,-1
seriousness,3,11,2.7542670482244616e-06,18.4699001222438,NN,2,"{'NN', 'VB'}",NN,0,17.954679322829374,serious,serious,sery,3,5.984893107609792,0.00039234320357667144,0,0,0,1,0,0,0,1,0,0,0
sermon,1,6,9.180890160748206e-07,20.054862622964958,NN,1,{'NN'},NN,0,7.569855608330948,sermon,sermon,sermon,1,7.569855608330948,0.00010567996102653842,0,0,0,0,0,0,1,0,0,1,1
serpent,30,7,2.7542670482244616e-05,15.14797202735644,NN,3,"{'NN', 'NNP', 'JJ'}",NN,0,59.200677040370344,serpent,serpent,serp,17,3.4823927670806083,0.0015252886147512617,0,0,1,1,0,1,0,0,0,0,-1
servant,39,7,3.5805471626918e-05,14.769460404102709,NN,3,"{'NN', 'NNP', 'JJ'}",NN,0,68.42932777326031,servant,servant,serv,22,3.1104239896936505,0.00262094973949209,0,0,0,0,0,1,0,0,0,1,-1
serve,16,5,1.4689424257197129e-05,16.054862622964958,VB,3,"{'NN', 'VBP', 'VB'}",VB,0,50.30240657246812,serv,serv,serv,13,3.8694158901898557,0.0012362436800747892,0,0,0,0,0,1,0,0,0,1,-1
shabby,29,6,2.6624581466169797e-05,15.196881627837385,JJ,3,"{'NN', 'VBN', 'JJ'}",JJ,0,66.72830189659594,shabbi,shabbi,shabby,21,3.1775381855521876,0.001867676747848386,0,0,1,0,0,1,0,0,0,0,-1
shack,23,5,2.1116047369720873e-05,15.531300666907946,NNP,2,"{'NN', 'NNP'}",NN,0,54.944475190836435,shack,shack,shack,15,3.662965012722429,0.0020591821197045467,0,0,1,0,0,1,0,1,0,0,-1
shaking,277,7,0.0002543106574527253,11.941120456915769,VBG,9,"{'RB', 'MD', 'NN', 'VBN', 'VB', 'VBP', 'JJ', 'VBG', 'NNP'}",VB,0,67.50469999500552,shake,shake,shak,134,0.5037664178731756,0.0026648952384073538,0,0,0,1,0,1,0,0,0,0,-1
shaky,11,5,1.0098979176823027e-05,16.59543100432766,JJ,2,"{'NN', 'JJ'}",JJ,0,42.47927513443585,shaki,shaki,shaky,10,4.247927513443585,0.0008145338177240341,1,1,0,1,0,1,0,0,0,0,-1
shame,40,5,3.6723560642992826e-05,14.732934528077596,NN,5,"{'NNS', 'NN', 'VB', 'JJ', 'NNP'}",NN,0,83.34022913609232,shame,shame,sham,33,2.5254614889724945,0.001992389755880242,0,0,1,1,0,1,0,1,0,0,-1
shameful,4,8,3.672356064299282e-06,18.054862622964958,JJ,2,"{'VBP', 'JJ'}",JJ,0,17.954679322829374,shame,shame,sham,3,5.984893107609792,0.0007025423827213824,0,0,0,0,0,1,0,1,0,0,-1
share,32,5,2.9378848514394258e-05,15.054862622964958,NN,3,"{'NN', 'NNP', 'VB'}",NN,0,74.60481314493624,share,share,shar,26,2.8694158901898557,0.0017226900976699568,0,1,0,0,1,0,1,0,0,1,1
sharpen,1,7,9.180890160748206e-07,20.054862622964958,VB,1,{'VB'},VB,0,7.569855608330948,sharpen,sharpen,sharp,1,7.569855608330948,0.0001138324151628714,1,1,0,0,0,0,0,0,0,0,0
shatter,6,7,5.508534096448923e-06,17.4699001222438,VB,2,"{'NN', 'VB'}",VB,0,26.239637567217926,shatter,shatter,shat,5,5.247927513443585,0.0007502045425331304,1,0,0,1,0,1,0,1,1,0,-1
shattered,29,9,2.6624581466169797e-05,15.196881627837385,VBD,5,"{'NN', 'VBD', 'VBN', 'VB', 'JJ'}",VB,0,74.60481314493624,shatter,shatter,shat,26,2.8694158901898557,0.001440520469437912,0,0,0,0,0,1,0,1,0,0,-1
shell,73,5,6.70204981734619e-05,13.86503806408494,NN,10,"{'NNS', 'RB', 'CD', 'NN', 'VBD', 'VBZ', 'VB', 'VBP', 'JJ', 'NNP'}",NN,0,96.29997092781115,shell,shell,shel,50,1.925999418556223,0.0026267391342823265,1,0,0,1,0,1,0,1,1,0,-1
shelter,11,7,1.0098979176823027e-05,16.59543100432766,NN,1,{'NN'},NN,0,45.214663886630156,shelter,shelter,shelt,11,4.1104239896936505,0.0009062846782704635,0,0,0,0,0,0,1,0,0,1,1
shining,88,7,8.079183341458422e-05,13.59543100432766,VBG,4,"{'NN', 'VBG', 'NNP', 'JJ'}",VB,0,99.54554097917729,shine,shine,shin,59,1.6872125589691065,0.002737403172116957,0,1,0,0,1,0,1,0,0,0,1
shit,1,4,9.180890160748206e-07,20.054862622964958,VB,1,{'VB'},VB,0,7.569855608330948,shit,shit,shit,1,7.569855608330948,0.0001433141917518165,1,0,1,0,0,1,0,0,0,0,-1
shiver,11,6,1.0098979176823027e-05,16.59543100432766,NN,3,"{'NN', 'VB', 'JJ'}",NN,0,42.47927513443585,shiver,shiver,shiv,10,4.247927513443585,0.0009375273766295078,1,1,0,1,0,1,0,1,0,0,-1
shock,126,5,0.00011567921602542739,13.077582699465042,NN,4,"{'NN', 'NNP', 'VB', 'JJ'}",NN,0,98.63949713642592,shock,shock,shock,85,1.1604646721932461,0.002848301047758678,1,0,0,1,0,1,0,0,1,0,-1
shoddy,1,6,9.180890160748206e-07,20.054862622964958,JJ,1,{'JJ'},JJ,0,7.569855608330948,shoddi,shoddi,shoddy,1,7.569855608330948,0.00012648046129207932,1,0,1,0,0,1,0,0,0,0,-1
shoot,15,5,1.3771335241122308e-05,16.147972027356438,VB,3,"{'NN', 'VB', 'JJ'}",VB,0,50.30240657246812,shoot,shoot,shoot,13,3.8694158901898557,0.0011484249930929361,1,0,0,1,0,1,0,0,0,0,-1
shooting,42,8,3.8559738675142464e-05,14.662545200186198,VBG,3,"{'NN', 'VBG', 'NNP'}",VB,0,81.08543823626624,shoot,shoot,shoot,31,2.6156592979440725,0.0020300550326264534,1,0,0,1,0,1,0,0,0,0,-1
shopping,21,8,1.9279869337571232e-05,15.662545200186198,NN,2,"{'NN', 'VBG'}",NN,0,52.67500960782681,shop,shop,shop,14,3.7625006862733437,0.0017995305512838514,0,1,0,0,1,0,1,0,1,1,1
shot,166,4,0.00015240277666842022,12.679823191618032,NN,8,"{'NN', 'VBD', 'VBN', 'VBZ', 'VB', 'VBP', 'JJ', 'NNP'}",NN,0,93.10939983688247,shot,shot,shot,99,0.9404989882513382,0.002958498854640272,1,0,0,1,0,1,0,1,1,0,-1
shoulder,298,8,0.00027359052679029654,11.835694102502796,NN,5,"{'NN', 'VBD', 'VB', 'VBP', 'JJ'}",NN,0,71.17341338932412,shoulder,shoulder,should,130,0.5474877953024933,0.003018630188167727,0,0,0,0,0,0,1,0,0,1,1
shout,59,5,5.4167251948414414e-05,14.172219573603117,NN,6,"{'RB', 'NN', 'VBD', 'VB', 'VBP', 'JJ'}",NN,0,95.80214244657124,shout,shout,shout,49,1.9551457642157395,0.00210437119182281,1,0,0,0,0,0,0,0,1,0,0
shove,5,5,4.590445080374103e-06,17.732934528077596,VB,2,"{'NN', 'VB'}",VB,0,26.239637567217926,shove,shove,shov,5,5.247927513443585,0.00042645971509393737,1,0,0,0,0,1,0,0,0,0,-1
shriek,31,6,2.846075949831944e-05,15.100666312578083,NN,3,"{'NN', 'VB', 'JJ'}",NN,0,77.35001921565362,shriek,shriek,shriek,28,2.7625006862733437,0.001610793957777416,1,0,0,1,0,1,0,1,1,0,-1
shrill,15,6,1.3771335241122308e-05,16.147972027356438,NN,3,"{'NN', 'VB', 'JJ'}",NN,0,50.30240657246812,shrill,shrill,shrill,13,3.8694158901898557,0.0011950153129410997,1,0,0,1,0,1,0,0,1,0,-1
shrink,11,6,1.0098979176823027e-05,16.59543100432766,VB,3,"{'NN', 'VBP', 'VB'}",VB,0,42.47927513443585,shrink,shrink,shrink,10,4.247927513443585,0.0009348732057709157,0,0,0,1,0,1,0,1,0,0,-1
shudder,28,7,2.5706492450094975e-05,15.247507700907354,NN,3,"{'NN', 'VBP', 'VB'}",NN,0,74.60481314493624,shudder,shudder,shud,26,2.8694158901898557,0.0017674083467375027,0,0,0,1,0,1,0,0,0,0,-1
sick,85,4,7.803756636635975e-05,13.645471686827255,JJ,8,"{'NNS', 'RB', 'NN', 'VBN', 'VBD', 'VB', 'JJ', 'NNP'}",JJ,0,98.36727421434585,sick,sick,sick,55,1.7884958948062883,0.0026088083144169207,0,0,1,0,0,1,0,1,0,0,-1
sickening,12,9,1.1017068192897846e-05,16.4699001222438,VBG,2,"{'NN', 'VBG'}",VB,0,47.8187172913175,sicken,sicken,sick,12,3.9848931076097918,0.0009648401496746225,1,0,1,1,0,1,0,1,0,0,-1
sickly,11,6,1.0098979176823027e-05,16.59543100432766,JJ,4,"{'NN', 'VBD', 'RB', 'JJ'}",JJ,0,42.47927513443585,sickli,sick,sick,10,4.247927513443585,0.0008303847428421794,0,0,1,0,0,1,0,1,0,0,-1
sickness,2,8,1.836178032149641e-06,19.054862622964958,NN,2,"{'NN', 'JJ'}",NN,0,13.139711216661896,sick,sick,sick,2,6.569855608330948,0.00020785736907487647,0,0,1,1,0,1,0,1,0,0,-1
silly,43,5,3.947782769121728e-05,14.62859786826286,JJ,5,"{'RB', 'NN', 'VBN', 'VBP', 'JJ'}",JJ,0,79.88895038167287,silli,silli,sil,30,2.662965012722429,0.002333588432053088,0,0,0,0,1,1,0,0,0,0,-1
simmer,2,6,1.836178032149641e-06,19.054862622964958,VB,1,{'VB'},VB,0,7.569855608330948,simmer,simmer,sim,1,7.569855608330948,0.00024073320427193346,1,1,0,0,0,0,0,0,0,0,0
simplify,1,8,9.180890160748206e-07,20.054862622964958,VB,1,{'VB'},VB,0,7.569855608330948,simplifi,simplifi,simpl,1,7.569855608330948,0.00015442381901939917,0,1,0,0,1,0,1,0,1,1,1
sin,4,3,3.672356064299282e-06,18.054862622964958,NN,1,{'NN'},NN,0,22.27942243332379,sin,sin,sin,4,5.569855608330948,0.00040298968356478336,1,0,1,1,0,1,0,1,0,0,-1
sincere,1,7,9.180890160748206e-07,20.054862622964958,JJ,1,{'JJ'},JJ,0,7.569855608330948,sincer,sincer,sint,1,7.569855608330948,8.032529295767135e-05,0,0,0,0,0,0,1,0,0,1,1
sing,11,4,1.0098979176823027e-05,16.59543100432766,VBG,4,"{'NNP', 'VBG', 'VB', 'JJ'}",VB,0,33.33750480391341,sing,sing,sing,7,4.762500686273344,0.0010305964714731042,0,1,0,0,1,0,1,1,0,1,1
sinister,17,8,1.560751327327195e-05,15.967399781714619,NN,4,"{'NN', 'VBD', 'VBP', 'JJ'}",NN,0,54.944475190836435,sinist,sinist,sin,15,3.662965012722429,0.0012005589442454826,1,0,1,1,0,1,0,0,0,0,-1
sir,418,3,0.000383761208719275,11.347503490884074,NN,13,"{'NNS', 'RB', 'CD', 'NN', 'POS', 'VBD', 'VBZ', 'VB', 'IN', 'VBP', 'JJ', 'CC', 'NNP'}",NN,0,100.17087647253251,sir,sir,sir,62,1.6156592979440727,0.013353714816944647,0,0,0,0,0,0,1,0,0,1,1
skid,2,4,1.836178032149641e-06,19.054862622964958,NN,1,{'NN'},NN,0,13.139711216661896,skid,skid,skid,2,6.569855608330948,0.00024394907831173533,1,0,0,1,0,1,0,1,0,0,-1
skillful,1,8,9.180890160748206e-07,20.054862622964958,NN,1,{'NN'},NN,0,7.569855608330948,skill,skill,skil,1,7.569855608330948,0.00020224033150763952,0,0,0,0,0,0,1,0,0,1,1
slam,13,4,1.1935157208972667e-05,16.354422904823867,VB,4,"{'NN', 'VBD', 'VBP', 'VB'}",VB,0,47.8187172913175,slam,slam,slam,12,3.9848931076097918,0.0009532269989511215,1,0,0,1,0,1,0,0,1,0,-1
slander,1,7,9.180890160748206e-07,20.054862622964958,NN,1,{'NN'},NN,0,7.569855608330948,slander,slander,sland,1,7.569855608330948,0.00012109831400305468,1,0,1,0,0,1,0,0,0,0,-1
slap,4,4,3.672356064299282e-06,18.054862622964958,NN,3,"{'NN', 'VBZ', 'JJ'}",NN,0,22.27942243332379,slap,slap,slap,4,5.569855608330948,0.00033787150141120173,1,0,0,0,0,1,0,0,1,0,-1
slaughter,5,9,4.590445080374103e-06,17.732934528077596,NN,1,{'NN'},NN,0,26.239637567217926,slaughter,slaughter,slaught,5,5.247927513443585,0.0004712685757678569,1,0,1,1,0,1,0,1,1,0,-1
slaughtering,1,12,9.180890160748206e-07,20.054862622964958,VBG,1,{'VBG'},VB,0,7.569855608330948,slaughter,slaughter,slaught,1,7.569855608330948,0.00023163572852909878,1,0,1,1,0,1,0,1,1,0,-1
slave,5,5,4.590445080374103e-06,17.732934528077596,NN,4,"{'NN', 'NNP', 'VBP', 'VB'}",NN,0,17.954679322829374,slave,slave,slav,3,5.984893107609792,0.0006075145493273692,1,0,0,1,0,1,0,1,0,0,-1
slavery,1,7,9.180890160748206e-07,20.054862622964958,NN,1,{'NN'},NN,0,7.569855608330948,slaveri,slaveri,slavery,1,7.569855608330948,0.0001122291417098732,1,0,1,1,0,1,0,1,0,0,-1
slay,2,4,1.836178032149641e-06,19.054862622964958,VB,1,{'VB'},VB,0,13.139711216661896,slay,slay,slay,2,6.569855608330948,0.0002611097366100532,1,0,0,0,0,1,0,0,0,0,-1
slimy,32,5,2.9378848514394258e-05,15.054862622964958,NN,4,"{'NN', 'VBN', 'NNP', 'JJ'}",NN,0,70.0647540023005,slimi,slimi,slimy,23,3.046293652273935,0.0017543769720511874,0,0,1,0,0,1,0,0,0,0,-1
slip,60,4,5.508534096448923e-05,14.14797202735644,VB,7,"{'NN', 'VBD', 'VBZ', 'VB', 'PRP', 'VBP', 'JJ'}",VB,0,92.85865554652062,slip,slip,slip,44,2.1104239896936505,0.0029020005039785755,0,0,0,0,0,1,0,0,1,0,-1
slop,1,4,9.180890160748206e-07,20.054862622964958,VB,1,{'VB'},VB,0,7.569855608330948,slop,slop,slop,1,7.569855608330948,0.00015323594348848075,0,0,1,0,0,1,0,0,0,0,-1
sloppy,2,6,1.836178032149641e-06,19.054862622964958,JJ,1,{'JJ'},JJ,0,13.139711216661896,sloppi,sloppi,sloppy,2,6.569855608330948,0.000231515411137666,0,0,1,0,0,1,0,0,0,0,-1
sloth,3,5,2.7542670482244616e-06,18.4699001222438,NNP,2,"{'NN', 'NNP'}",NN,0,17.954679322829374,sloth,sloth,slo,3,5.984893107609792,0.0003009101185924511,0,0,1,0,0,1,0,0,0,0,-1
sludge,2,6,1.836178032149641e-06,19.054862622964958,NN,1,{'NN'},NN,0,13.139711216661896,sludg,sludg,sludg,2,6.569855608330948,0.00033934872297621297,0,0,1,0,0,1,0,0,0,0,-1
slug,22,4,2.0197958353646054e-05,15.59543100432766,NN,5,"{'NN', 'POS', 'VB', 'JJ', 'NNP'}",NN,0,50.30240657246812,slug,slug,slug,13,3.8694158901898557,0.0016573658986787127,0,0,1,0,0,1,0,0,0,0,-1
sluggish,1,8,9.180890160748206e-07,20.054862622964958,JJ,1,{'JJ'},JJ,0,7.569855608330948,sluggish,sluggish,slug,1,7.569855608330948,0.00018617451078039714,0,0,0,0,0,1,0,1,0,0,-1
slur,1,4,9.180890160748206e-07,20.054862622964958,NN,1,{'NN'},NN,0,7.569855608330948,slur,slur,slur,1,7.569855608330948,0.00010945424534891482,1,0,1,0,0,1,0,1,0,0,-1
slush,1,5,9.180890160748206e-07,20.054862622964958,NN,1,{'NN'},NN,0,7.569855608330948,slush,slush,slush,1,7.569855608330948,0.0001613009931457692,0,0,1,0,0,1,0,0,1,0,-1
slut,1,4,9.180890160748206e-07,20.054862622964958,NN,1,{'NN'},NN,0,7.569855608330948,slut,slut,slut,1,7.569855608330948,0.0001464755342169301,1,0,1,0,0,1,0,0,0,0,-1
sly,3,3,2.7542670482244616e-06,18.4699001222438,NNP,3,"{'RB', 'NNP', 'JJ'}",NN,0,17.954679322829374,sli,sli,sly,3,5.984893107609792,0.00016561287860078006,1,0,1,1,0,1,0,0,0,0,-1
smack,3,5,2.7542670482244616e-06,18.4699001222438,NN,1,{'NN'},NN,0,17.954679322829374,smack,smack,smack,3,5.984893107609792,0.0003892388149134085,1,0,0,0,0,1,0,0,0,0,-1
smash,11,5,1.0098979176823027e-05,16.59543100432766,NN,5,"{'CD', 'NN', 'VB', 'VBP', 'NNP'}",NN,0,36.55884486664758,smash,smash,smash,8,4.569855608330948,0.0008594446762437975,1,0,0,1,0,1,0,0,0,0,-1
smell,86,5,7.895565538243457e-05,13.62859786826286,NN,6,"{'NNS', 'NN', 'VB', 'VBP', 'PDT', 'NNP'}",NN,0,99.98621451685176,smell,smell,smel,61,1.6391182707680616,0.0027535303770510784,1,0,1,0,0,1,0,0,0,0,-1
smelling,14,8,1.2853246225047488e-05,16.247507700907352,VBG,2,"{'NN', 'VBG'}",VB,0,47.8187172913175,smell,smell,smel,12,3.9848931076097918,0.0011077529217723785,0,0,1,0,0,1,0,0,0,0,-1
smile,246,5,0.00022584989795440587,12.112348117625718,NN,5,"{'RB', 'NN', 'VB', 'JJ', 'NNP'}",NN,0,79.55580152669151,smile,smile,smil,120,0.6629650127224292,0.003140273025710164,0,0,0,0,1,0,1,0,1,1,1
smiling,182,7,0.00016709220092561735,12.547067982766261,VBG,7,"{'NN', 'VBD', 'VBZ', 'VB', 'VBP', 'JJ', 'VBG'}",VB,0,95.0,smile,smile,smil,95,1.0,0.0037307634303204006,0,0,0,0,1,0,1,0,0,0,1
smuggle,6,7,5.508534096448923e-06,17.4699001222438,VB,2,"{'VBP', 'VB'}",VB,0,29.90935864565875,smuggl,smuggl,smuggl,6,4.984893107609792,0.0007370163785372843,0,0,0,1,0,1,0,0,0,0,-1
snag,3,4,2.7542670482244616e-06,18.4699001222438,NN,2,"{'NN', 'NNS'}",NN,0,7.569855608330948,snag,snag,snag,1,7.569855608330948,0.00036219404824549986,0,0,0,0,0,1,0,0,1,0,-1
snake,192,5,0.00017627309108636554,12.469900122243802,NN,5,"{'NN', 'VBZ', 'VB', 'JJ', 'NNP'}",NN,0,96.29997092781115,snake,snake,snak,50,1.925999418556223,0.007163191767313326,0,0,1,1,0,1,0,0,0,0,-1
snare,13,5,1.1935157208972667e-05,16.354422904823867,NNP,1,{'NNP'},NN,0,26.239637567217926,snare,snare,snar,5,5.247927513443585,0.0011746088574422651,0,0,0,1,0,1,0,0,0,0,-1
snarl,5,5,4.590445080374103e-06,17.732934528077596,NN,1,{'NN'},NN,0,26.239637567217926,snarl,snarl,snarl,5,5.247927513443585,0.00037799097826459203,1,0,1,0,0,1,0,0,0,0,-1
snarling,11,8,1.0098979176823027e-05,16.59543100432766,NN,4,"{'NN', 'VBG', 'NNP', 'JJ'}",NN,0,42.47927513443585,snarl,snarl,snarl,10,4.247927513443585,0.0009559181299666788,1,0,0,0,0,1,0,0,0,0,-1
sneak,36,5,3.3051204578693544e-05,14.884937621522646,VB,6,"{'NN', 'VBD', 'VB', 'VBP', 'JJ', 'NNP'}",VB,0,79.88895038167287,sneak,sneak,sneak,30,2.662965012722429,0.0017258964419597513,1,0,0,1,0,1,0,0,1,0,-1
sneaking,28,8,2.5706492450094975e-05,15.247507700907354,VBG,1,{'VBG'},VB,0,68.42932777326031,sneak,sneak,sneak,22,3.1104239896936505,0.0017179831825140555,0,1,0,1,0,1,0,0,0,1,-1
sneer,16,5,1.4689424257197129e-05,16.054862622964958,NN,2,"{'NN', 'VB'}",NN,0,54.944475190836435,sneer,sneer,sne,15,3.662965012722429,0.0012318838042598842,1,0,1,0,0,1,0,0,0,0,-1
sneeze,2,6,1.836178032149641e-06,19.054862622964958,VB,2,"{'NN', 'VB'}",VB,0,13.139711216661896,sneez,sneez,sneez,2,6.569855608330948,0.00028628196526107375,0,0,1,0,0,1,0,0,1,0,-1
sob,21,3,1.9279869337571232e-05,15.662545200186198,NN,2,"{'NN', 'VB'}",NN,0,63.11663380285988,sob,sob,sob,19,3.321928094887362,0.0015688955326388003,0,0,0,0,0,1,0,1,0,0,-1
soil,2,4,1.836178032149641e-06,19.054862622964958,NN,1,{'NN'},NN,0,13.139711216661896,soil,soil,soil,2,6.569855608330948,0.00028515576193533925,0,0,1,0,0,1,0,0,0,0,-1
soldier,1,7,9.180890160748206e-07,20.054862622964958,NN,1,{'NN'},NN,0,7.569855608330948,soldier,soldier,soldy,1,7.569855608330948,0.00012769661957373393,1,0,0,0,0,0,1,1,0,0,1
somber,8,6,7.344712128598564e-06,17.054862622964958,JJ,2,"{'VBP', 'JJ'}",JJ,0,33.33750480391341,somber,somber,somb,7,4.762500686273344,0.0005892807886754253,0,0,0,0,0,1,0,1,0,0,-1
sonorous,1,8,9.180890160748206e-07,20.054862622964958,NN,1,{'NN'},NN,0,7.569855608330948,sonor,sonor,son,1,7.569855608330948,0.00012036660213596673,0,0,0,0,1,0,1,0,0,0,1
soot,9,4,8.262801144673386e-06,16.884937621522646,NN,2,"{'NN', 'VB'}",NN,0,22.27942243332379,soot,soot,soot,4,5.569855608330948,0.0008786805342325145,0,0,1,0,0,1,0,0,0,0,-1
